svm_linear,0.59,0.59
svm_polynomial,0.6733333333333333,0.665
svm_rbf,0.9466666666666667,0.91
logistic,0.5833333333333334,0.59
knn,0.9333333333333333,0.93
decision_tree,0.9766666666666667,0.98
random_forest,0.97,0.965
